"Notes"	"Age of Infant at Death"	"Age of Infant at Death Code"	"Cause of death"	"Cause of death Code"	Deaths	Births	Death Rate
	"7 - 27 days"	"04"	"Sepsis of newborn due to other and unspecified streptococci"	"P36.1"	29	40445070	0.00
	"7 - 27 days"	"04"	"Sepsis of newborn due to Staphylococcus aureus"	"P36.2"	122	40445070	0.00
	"7 - 27 days"	"04"	"Sepsis of newborn due to other and unspecified staphylococci"	"P36.3"	68	40445070	0.00
	"7 - 27 days"	"04"	"Sepsis of newborn due to Escherichia coli"	"P36.4"	188	40445070	0.00
	"7 - 27 days"	"04"	"Sepsis of newborn due to anaerobes"	"P36.5"	2	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Other bacterial sepsis of newborn"	"P36.8"	228	40445070	0.01
	"7 - 27 days"	"04"	"Bacterial sepsis of newborn, unspecified"	"P36.9"	2633	40445070	0.07
	"7 - 27 days"	"04"	"Congenital tuberculosis"	"P37.0"	1	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Congenital toxoplasmosis"	"P37.1"	4	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Neonatal (disseminated) listeriosis"	"P37.2"	1	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Neonatal candidiasis"	"P37.5"	129	40445070	0.00
	"7 - 27 days"	"04"	"Other specified congenital infectious and parasitic diseases"	"P37.8"	163	40445070	0.00
	"7 - 27 days"	"04"	"Omphalitis of newborn with or without mild haemorrhage"	"P38"	13	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Neonatal urinary tract infection"	"P39.3"	12	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Neonatal skin infection"	"P39.4"	4	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Other specified infections specific to the perinatal period"	"P39.8"	50	40445070	0.00
	"7 - 27 days"	"04"	"Infection specific to the perinatal period, unspecified"	"P39.9"	59	40445070	0.00
	"7 - 27 days"	"04"	"Fetal blood loss from vasa praevia"	"P50.0"	1	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Haemorrhage into maternal circulation"	"P50.4"	13	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Umbilical haemorrhage of newborn, unspecified"	"P51.9"	1	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Intraventricular (nontraumatic) haemorrhage, grade 3, of newborn"	"P52.2"	43	40445070	0.00
	"7 - 27 days"	"04"	"Unspecified intraventricular (nontraumatic) haemorrhage of newborn"	"P52.3"	766	40445070	0.02
	"7 - 27 days"	"04"	"Intracerebral (nontraumatic) haemorrhage of newborn"	"P52.4"	108	40445070	0.00
	"7 - 27 days"	"04"	"Subarachnoid (nontraumatic) haemorrhage of newborn"	"P52.5"	1	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Cerebellar (nontraumatic) and posterior fossa haemorrhage of newborn"	"P52.6"	9	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Other intracranial (nontraumatic) haemorrhages of newborn"	"P52.8"	9	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Intracranial (nontraumatic) haemorrhage of newborn, unspecified"	"P52.9"	287	40445070	0.01
	"7 - 27 days"	"04"	"Haemorrhagic disease of newborn"	"P53"	3	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Other neonatal gastrointestinal haemorrhage"	"P54.3"	31	40445070	0.00
	"7 - 27 days"	"04"	"Neonatal adrenal haemorrhage"	"P54.4"	2	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Neonatal vaginal haemorrhage"	"P54.6"	1	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Other specified neonatal haemorrhages"	"P54.8"	46	40445070	0.00
	"7 - 27 days"	"04"	"Neonatal haemorrhage, unspecified"	"P54.9"	62	40445070	0.00
	"7 - 27 days"	"04"	"Rh isoimmunization of newborn"	"P55.0"	3	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"ABO isoimmunization of newborn"	"P55.1"	1	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Haemolytic disease of newborn, unspecified"	"P55.9"	3	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Hydrops fetalis due to isoimmunization"	"P56.0"	2	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Kernicterus, unspecified"	"P57.9"	3	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Neonatal jaundice due to infection"	"P58.2"	1	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Neonatal jaundice due to other specified excessive haemolysis"	"P58.8"	3	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Neonatal jaundice from other and unspecified hepatocellular damage"	"P59.2"	16	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Neonatal jaundice, unspecified"	"P59.9"	3	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Disseminated intravascular coagulation of newborn"	"P60"	158	40445070	0.00
	"7 - 27 days"	"04"	"Transient neonatal thrombocytopenia"	"P61.0"	4	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Anaemia of prematurity"	"P61.2"	4	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Congenital anaemia from fetal blood loss"	"P61.3"	2	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Other congenital anaemias, not elsewhere classified"	"P61.4"	30	40445070	0.00
	"7 - 27 days"	"04"	"Transient neonatal neutropenia"	"P61.5"	2	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Other transient neonatal disorders of coagulation"	"P61.6"	2	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Perinatal haematological disorder, unspecified"	"P61.9"	1	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Syndrome of infant of mother with gestational diabetes"	"P70.0"	5	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Syndrome of infant of a diabetic mother"	"P70.1"	4	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Neonatal diabetes mellitus"	"P70.2"	1	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Transitory neonatal hyperthyroidism"	"P72.1"	1	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Meconium plug syndrome"	"P76.0"	1	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Transitory ileus of newborn"	"P76.1"	1	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Other specified intestinal obstruction of newborn"	"P76.8"	1	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Intestinal obstruction of newborn, unspecified"	"P76.9"	6	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Necrotizing enterocolitis of newborn"	"P77"	3408	40445070	0.08
	"7 - 27 days"	"04"	"Perinatal intestinal perforation"	"P78.0"	673	40445070	0.02
	"7 - 27 days"	"04"	"Other neonatal peritonitis"	"P78.1"	16	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Noninfective neonatal diarrhoea"	"P78.3"	14	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Other specified perinatal digestive system disorders"	"P78.8"	7	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Perinatal digestive system disorder, unspecified"	"P78.9"	2	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Hypothermia of newborn, unspecified"	"P80.9"	1	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Disturbance of temperature regulation of newborn, unspecified"	"P81.9"	5	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Hydrops fetalis not due to haemolytic disease"	"P83.2"	227	40445070	0.01
	"7 - 27 days"	"04"	"Other and unspecified oedema specific to newborn"	"P83.3"	8	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Other specified conditions of integument specific to newborn"	"P83.8"	1	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Convulsions of newborn"	"P90"	49	40445070	0.00
	"7 - 27 days"	"04"	"Neonatal cerebral ischaemia"	"P91.0"	36	40445070	0.00
	"7 - 27 days"	"04"	"Neonatal cerebral leukomalacia"	"P91.2"	13	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Neonatal cerebral depression"	"P91.4"	3	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Neonatal coma"	"P91.5"	2	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Hypoxic ischemic encephalopathy of newborn"	"P91.6"	557	40445070	0.01
	"7 - 27 days"	"04"	"Other specified disturbances of cerebral status of newborn"	"P91.8"	2	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Vomiting in newborn"	"P92.0"	4	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Feeding problem of newborn, unspecified"	"P92.9"	2	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Congenital hypotonia"	"P94.2"	15	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Disorder of muscle tone of newborn, unspecified"	"P94.9"	1	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Congenital renal failure"	"P96.0"	68	40445070	0.00
	"7 - 27 days"	"04"	"Neonatal withdrawal symptoms from maternal use of drugs of addiction"	"P96.1"	4	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Withdrawal symptoms from therapeutic use of drugs in newborn"	"P96.2"	1	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Termination of pregnancy, newborn"	"P96.4"	1	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Other specified conditions originating in the perinatal period"	"P96.8"	74	40445070	0.00
	"7 - 27 days"	"04"	"Condition originating in the perinatal period, unspecified"	"P96.9"	2	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Anencephaly"	"Q00.0"	106	40445070	0.00
	"7 - 27 days"	"04"	"Craniorachischisis"	"Q00.1"	2	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Iniencephaly"	"Q00.2"	1	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Frontal encephalocele"	"Q01.0"	1	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Nasofrontal encephalocele"	"Q01.1"	1	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Occipital encephalocele"	"Q01.2"	6	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Encephalocele, unspecified"	"Q01.9"	30	40445070	0.00
	"7 - 27 days"	"04"	"Microcephaly"	"Q02"	22	40445070	0.00
	"7 - 27 days"	"04"	"Malformations of aqueduct of Sylvius"	"Q03.0"	13	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Atresia of foramina of Magendie and Luschka"	"Q03.1"	16	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Other congenital hydrocephalus"	"Q03.8"	7	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Congenital hydrocephalus, unspecified"	"Q03.9"	150	40445070	0.00
	"7 - 27 days"	"04"	"Congenital malformations of corpus callosum"	"Q04.0"	5	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Arhinencephaly"	"Q04.1"	1	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Holoprosencephaly"	"Q04.2"	134	40445070	0.00
	"7 - 27 days"	"04"	"Other reduction deformities of brain"	"Q04.3"	157	40445070	0.00
	"7 - 27 days"	"04"	"Megalencephaly"	"Q04.5"	2	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Congenital cerebral cysts"	"Q04.6"	28	40445070	0.00
	"7 - 27 days"	"04"	"Other specified congenital malformations of brain"	"Q04.8"	22	40445070	0.00
	"7 - 27 days"	"04"	"Congenital malformation of brain, unspecified"	"Q04.9"	91	40445070	0.00
	"7 - 27 days"	"04"	"Unspecified spina bifida with hydrocephalus"	"Q05.4"	8	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Spina bifida, unspecified"	"Q05.9"	8	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Arnold-Chiari syndrome"	"Q07.0"	5	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Congenital malformation of nervous system, unspecified"	"Q07.9"	17	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Sinus, fistula and cyst of branchial cleft"	"Q18.0"	1	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Common arterial trunk"	"Q20.0"	81	40445070	0.00
	"7 - 27 days"	"04"	"Double outlet right ventricle"	"Q20.1"	57	40445070	0.00
	"7 - 27 days"	"04"	"Double outlet left ventricle"	"Q20.2"	2	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Discordant ventriculoarterial connection"	"Q20.3"	134	40445070	0.00
	"7 - 27 days"	"04"	"Double inlet ventricle"	"Q20.4"	24	40445070	0.00
	"7 - 27 days"	"04"	"Discordant atrioventricular connection"	"Q20.5"	1	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Isomerism of atrial appendages"	"Q20.6"	1	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Other congenital malformations of cardiac chambers and connections"	"Q20.8"	2	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Ventricular septal defect"	"Q21.0"	45	40445070	0.00
	"7 - 27 days"	"04"	"Atrial septal defect"	"Q21.1"	23	40445070	0.00
	"7 - 27 days"	"04"	"Atrioventricular septal defect"	"Q21.2"	42	40445070	0.00
	"7 - 27 days"	"04"	"Tetralogy of Fallot"	"Q21.3"	100	40445070	0.00
	"7 - 27 days"	"04"	"Aortopulmonary septal defect"	"Q21.4"	2	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Other congenital malformations of cardiac septa"	"Q21.8"	1	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Congenital malformation of cardiac septum, unspecified"	"Q21.9"	2	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Pulmonary valve atresia"	"Q22.0"	8	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Congenital pulmonary valve stenosis"	"Q22.1"	3	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Congenital pulmonary valve insufficiency"	"Q22.2"	1	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Other congenital malformations of pulmonary valve"	"Q22.3"	4	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Congenital tricuspid stenosis"	"Q22.4"	13	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Ebstein anomaly"	"Q22.5"	69	40445070	0.00
	"7 - 27 days"	"04"	"Hypoplastic right heart syndrome"	"Q22.6"	11	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Other congenital malformations of tricuspid valve"	"Q22.8"	5	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Congenital malformation of tricuspid valve, unspecified"	"Q22.9"	8	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Congenital stenosis of aortic valve"	"Q23.0"	35	40445070	0.00
	"7 - 27 days"	"04"	"Congenital insufficiency of aortic valve"	"Q23.1"	14	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Congenital mitral stenosis"	"Q23.2"	3	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Congenital mitral insufficiency"	"Q23.3"	4	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Hypoplastic left heart syndrome"	"Q23.4"	709	40445070	0.02
	"7 - 27 days"	"04"	"Other congenital malformations of aortic and mitral valves"	"Q23.8"	3	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Congenital malformation of aortic and mitral valves, unspecified"	"Q23.9"	2	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Dextrocardia"	"Q24.0"	6	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Pulmonary infundibular stenosis"	"Q24.3"	1	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Congenital subaortic stenosis"	"Q24.4"	2	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Malformation of coronary vessels"	"Q24.5"	21	40445070	0.00
	"7 - 27 days"	"04"	"Congenital heart block"	"Q24.6"	19	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Other specified congenital malformations of heart"	"Q24.8"	73	40445070	0.00
	"7 - 27 days"	"04"	"Congenital malformation of heart, unspecified"	"Q24.9"	1185	40445070	0.03
	"7 - 27 days"	"04"	"Patent ductus arteriosus"	"Q25.0"	185	40445070	0.00
	"7 - 27 days"	"04"	"Coarctation of aorta"	"Q25.1"	97	40445070	0.00
	"7 - 27 days"	"04"	"Atresia of aorta"	"Q25.2"	1	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Other congenital malformations of aorta"	"Q25.4"	12	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Atresia of pulmonary artery"	"Q25.5"	86	40445070	0.00
	"7 - 27 days"	"04"	"Stenosis of pulmonary artery"	"Q25.6"	15	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Other congenital malformations of pulmonary artery"	"Q25.7"	5	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Total anomalous pulmonary venous connection"	"Q26.2"	48	40445070	0.00
	"7 - 27 days"	"04"	"Anomalous pulmonary venous connection, unspecified"	"Q26.4"	7	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Other congenital malformations of great veins"	"Q26.8"	6	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Congenital malformation of great vein, unspecified"	"Q26.9"	3	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Peripheral arteriovenous malformation"	"Q27.3"	18	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Congenital malformation of peripheral vascular system, unspecified"	"Q27.9"	47	40445070	0.00
	"7 - 27 days"	"04"	"Arteriovenous malformation of precerebral vessels"	"Q28.0"	1	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Other malformations of precerebral vessels"	"Q28.1"	1	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Arteriovenous malformation of cerebral vessels"	"Q28.2"	20	40445070	0.00
	"7 - 27 days"	"04"	"Other malformations of cerebral vessels"	"Q28.3"	30	40445070	0.00
	"7 - 27 days"	"04"	"Other specified congenital malformations of circulatory system"	"Q28.8"	5	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Congenital malformation of circulatory system, unspecified"	"Q28.9"	3	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Choanal atresia"	"Q30.0"	7	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Agenesis and underdevelopment of nose"	"Q30.1"	1	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Other congenital malformations of nose"	"Q30.8"	1	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Congenital malformation of nose, unspecified"	"Q30.9"	1	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Congenital subglottic stenosis"	"Q31.1"	1	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Congenital laryngomalacia"	"Q31.5"	4	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Other congenital malformations of larynx"	"Q31.8"	8	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Congenital malformation of larynx, unspecified"	"Q31.9"	2	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Congenital tracheomalacia"	"Q32.0"	3	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Other congenital malformations of trachea"	"Q32.1"	16	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Other congenital malformations of bronchus"	"Q32.4"	2	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Congenital cystic lung"	"Q33.0"	7	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Sequestration of lung"	"Q33.2"	2	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Agenesis of lung"	"Q33.3"	7	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Congenital bronchiectasis"	"Q33.4"	1	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Hypoplasia and dysplasia of lung"	"Q33.6"	261	40445070	0.01
	"7 - 27 days"	"04"	"Other congenital malformations of lung"	"Q33.8"	1	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Congenital malformation of lung, unspecified"	"Q33.9"	18	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Other specified congenital malformations of respiratory system"	"Q34.8"	3	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Congenital malformation of respiratory system, unspecified"	"Q34.9"	6	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Cleft palate, unspecified"	"Q35.9"	3	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Unspecified cleft palate with cleft lip, unilateral"	"Q37.9"	2	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Congenital malformations of palate, not elsewhere classified"	"Q38.5"	1	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Atresia of oesophagus without fistula"	"Q39.0"	5	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Atresia of oesophagus with tracheo-oesophageal fistula"	"Q39.1"	4	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Congenital tracheo-oesophageal fistula without atresia"	"Q39.2"	10	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Congenital hypertrophic pyloric stenosis"	"Q40.0"	2	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Congenital absence, atresia and stenosis of duodenum"	"Q41.0"	2	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Congenital absence, atresia and stenosis of jejunum"	"Q41.1"	1	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Congenital absence, atresia and stenosis of ileum"	"Q41.2"	3	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Congenital absence, atresia and stenosis of small intestine, part unspecified"	"Q41.9"	8	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Congenital absence, atresia and stenosis of anus without fistula"	"Q42.3"	4	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Congenital absence, atresia and stenosis of large intestine, part unspecified"	"Q42.9"	1	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Meckel diverticulum"	"Q43.0"	1	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Hirschsprung disease"	"Q43.1"	25	40445070	0.00
	"7 - 27 days"	"04"	"Congenital malformations of intestinal fixation"	"Q43.3"	26	40445070	0.00
	"7 - 27 days"	"04"	"Other specified congenital malformations of intestine"	"Q43.8"	15	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Congenital malformation of intestine, unspecified"	"Q43.9"	4	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Atresia of bile ducts"	"Q44.2"	2	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Cystic disease of liver"	"Q44.6"	1	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Other congenital malformations of liver"	"Q44.7"	2	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Agenesis, aplasia and hypoplasia of pancreas"	"Q45.0"	1	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Other congenital malformations of pancreas and pancreatic duct"	"Q45.3"	1	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Congenital malformation of digestive system, unspecified"	"Q45.9"	2	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Other congenital malformations of uterus and cervix"	"Q51.8"	1	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Congenital malformation of female genitalia, unspecified"	"Q52.9"	1	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Other specified congenital malformations of male genital organs"	"Q55.8"	1	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Indeterminate sex, unspecified"	"Q56.4"	2	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Renal agenesis, unilateral"	"Q60.0"	2	40445070	0.00 (Unreliable)
	"7 - 27 days"	"04"	"Renal agenesis, bilateral"	"Q60.1"	5	40445070	0.00 (Unreliable)
