"Notes"	"Hispanic Origin"	"Hispanic Origin Code"	"Cause of death"	"Cause of death Code"	Deaths	Births	Death Rate
	"Non-Hispanic White"	"6"	"Other congenital malformations of aorta"	"Q25.4"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Atresia of pulmonary artery"	"Q25.5"	17	2094054	0.01 (Unreliable)
	"Non-Hispanic White"	"6"	"Stenosis of pulmonary artery"	"Q25.6"	6	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Other congenital malformations of pulmonary artery"	"Q25.7"	4	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Total anomalous pulmonary venous connection"	"Q26.2"	14	2094054	0.01 (Unreliable)
	"Non-Hispanic White"	"6"	"Partial anomalous pulmonary venous connection"	"Q26.3"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Anomalous pulmonary venous connection, unspecified"	"Q26.4"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Anomalous portal venous connection"	"Q26.5"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Other congenital malformations of great veins"	"Q26.8"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Peripheral arteriovenous malformation"	"Q27.3"	5	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Other specified congenital malformations of peripheral vascular system"	"Q27.8"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Congenital malformation of peripheral vascular system, unspecified"	"Q27.9"	8	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Arteriovenous malformation of cerebral vessels"	"Q28.2"	3	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Other malformations of cerebral vessels"	"Q28.3"	7	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Choanal atresia"	"Q30.0"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Congenital subglottic stenosis"	"Q31.1"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Congenital laryngomalacia"	"Q31.5"	3	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Other congenital malformations of larynx"	"Q31.8"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Other congenital malformations of trachea"	"Q32.1"	11	2094054	0.01 (Unreliable)
	"Non-Hispanic White"	"6"	"Congenital bronchomalacia"	"Q32.2"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Congenital cystic lung"	"Q33.0"	3	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Agenesis of lung"	"Q33.3"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Hypoplasia and dysplasia of lung"	"Q33.6"	153	2094054	0.07
	"Non-Hispanic White"	"6"	"Other congenital malformations of lung"	"Q33.8"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Congenital malformation of lung, unspecified"	"Q33.9"	7	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Other specified congenital malformations of respiratory system"	"Q34.8"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Congenital malformation of respiratory system, unspecified"	"Q34.9"	4	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Cleft palate, unspecified"	"Q35.9"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Atresia of oesophagus without fistula"	"Q39.0"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Congenital tracheo-oesophageal fistula without atresia"	"Q39.2"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Congenital absence, atresia and stenosis of jejunum"	"Q41.1"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Congenital absence, atresia and stenosis of small intestine, part unspecified"	"Q41.9"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Congenital absence, atresia and stenosis of anus without fistula"	"Q42.3"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Congenital absence, atresia and stenosis of large intestine, part unspecified"	"Q42.9"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Meckel diverticulum"	"Q43.0"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Hirschsprung disease"	"Q43.1"	4	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Congenital malformations of intestinal fixation"	"Q43.3"	4	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Other specified congenital malformations of intestine"	"Q43.8"	6	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Atresia of bile ducts"	"Q44.2"	4	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Congenital malformation of female genitalia, unspecified"	"Q52.9"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Renal agenesis, unilateral"	"Q60.0"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Renal agenesis, bilateral"	"Q60.1"	34	2094054	0.02
	"Non-Hispanic White"	"6"	"Renal agenesis, unspecified"	"Q60.2"	50	2094054	0.02
	"Non-Hispanic White"	"6"	"Renal hypoplasia, bilateral"	"Q60.4"	4	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Renal hypoplasia, unspecified"	"Q60.5"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Potter syndrome"	"Q60.6"	26	2094054	0.01
	"Non-Hispanic White"	"6"	"Polycystic kidney, infantile type"	"Q61.1"	9	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Polycystic kidney, unspecified"	"Q61.3"	46	2094054	0.02
	"Non-Hispanic White"	"6"	"Renal dysplasia"	"Q61.4"	27	2094054	0.01
	"Non-Hispanic White"	"6"	"Cystic kidney disease, unspecified"	"Q61.9"	4	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Atresia and stenosis of ureter"	"Q62.1"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Hyperplastic and giant kidney"	"Q63.3"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Congenital malformation of kidney, unspecified"	"Q63.9"	6	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Exstrophy of urinary bladder"	"Q64.1"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Congenital posterior urethral valves"	"Q64.2"	5	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Other atresia and stenosis of urethra and bladder neck"	"Q64.3"	7	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Other congenital malformations of bladder and urethra"	"Q64.7"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Other specified congenital malformations of urinary system"	"Q64.8"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Congenital deformity of spine"	"Q67.5"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Other congenital deformities of chest"	"Q67.8"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Other specified congenital musculoskeletal deformities"	"Q68.8"	8	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Arthrogryposis multiplex congenita"	"Q74.3"	3	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Unspecified congenital malformation of limb(s)"	"Q74.9"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Craniosynostosis"	"Q75.0"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Congenital malformation of skull and face bones, unspecified"	"Q75.9"	4	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Other congenital malformations of spine, not associated with scoliosis"	"Q76.4"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Other congenital malformations of ribs"	"Q76.6"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Achondrogenesis"	"Q77.0"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Thanatophoric short stature"	"Q77.1"	26	2094054	0.01
	"Non-Hispanic White"	"6"	"Short rib syndrome"	"Q77.2"	8	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Chondrodysplasia punctata"	"Q77.3"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Achondroplasia"	"Q77.4"	3	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Chondroectodermal dysplasia"	"Q77.6"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Osteogenesis imperfecta"	"Q78.0"	18	2094054	0.01 (Unreliable)
	"Non-Hispanic White"	"6"	"Osteopetrosis"	"Q78.2"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Osteochondrodysplasia, unspecified"	"Q78.9"	39	2094054	0.02
	"Non-Hispanic White"	"6"	"Congenital diaphragmatic hernia"	"Q79.0"	152	2094054	0.07
	"Non-Hispanic White"	"6"	"Other congenital malformations of diaphragm"	"Q79.1"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Exomphalos"	"Q79.2"	15	2094054	0.01 (Unreliable)
	"Non-Hispanic White"	"6"	"Gastroschisis"	"Q79.3"	14	2094054	0.01 (Unreliable)
	"Non-Hispanic White"	"6"	"Prune belly syndrome"	"Q79.4"	4	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Other congenital malformations of abdominal wall"	"Q79.5"	7	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Other congenital malformations of musculoskeletal system"	"Q79.8"	4	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Congenital malformation of musculoskeletal system, unspecified"	"Q79.9"	7	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Epidermolysis bullosa letalis"	"Q81.1"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Epidermolysis bullosa, unspecified"	"Q81.9"	3	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Congenital malformation syndromes predominantly affecting facial appearance"	"Q87.0"	3	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Congenital malformation syndromes predominantly associated with short stature"	"Q87.1"	9	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Congenital malformation syndromes predominantly involving limbs"	"Q87.2"	10	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Congenital malformation syndromes involving early overgrowth"	"Q87.3"	3	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Marfan syndrome"	"Q87.4"	4	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Other specified congenital malformation syndromes, not elsewhere classified"	"Q87.8"	20	2094054	0.01
	"Non-Hispanic White"	"6"	"Situs inversus"	"Q89.3"	4	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Conjoined twins"	"Q89.4"	9	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Multiple congenital malformations, not elsewhere classified"	"Q89.7"	89	2094054	0.04
	"Non-Hispanic White"	"6"	"Other specified congenital malformations"	"Q89.8"	19	2094054	0.01 (Unreliable)
	"Non-Hispanic White"	"6"	"Congenital malformation, unspecified"	"Q89.9"	76	2094054	0.04
	"Non-Hispanic White"	"6"	"Down syndrome, unspecified"	"Q90.9"	29	2094054	0.01
	"Non-Hispanic White"	"6"	"Trisomy 18, mosaicism (mitotic nondisjunction)"	"Q91.1"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Edwards syndrome, unspecified"	"Q91.3"	227	2094054	0.11
	"Non-Hispanic White"	"6"	"Trisomy 13, mosaicism (mitotic nondisjunction)"	"Q91.5"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Patau syndrome, unspecified"	"Q91.7"	104	2094054	0.05
	"Non-Hispanic White"	"6"	"Triploidy and polyploidy"	"Q92.7"	8	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Other specified trisomies and partial trisomies of autosomes"	"Q92.8"	10	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Trisomy and partial trisomy of autosomes, unspecified"	"Q92.9"	10	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Whole chromosome monosomy, mosaicism (mitotic nondisjunction)"	"Q93.1"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Deletion of short arm of chromosome 4"	"Q93.3"	5	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Deletion of short arm of chromosome 5"	"Q93.4"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Other deletions of part of a chromosome"	"Q93.5"	6	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Other deletions from the autosomes"	"Q93.8"	3	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Deletion from autosomes, unspecified"	"Q93.9"	5	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Turner syndrome, unspecified"	"Q96.9"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Chromosomal abnormality, unspecified"	"Q99.9"	4	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Dyspnoea"	"R06.0"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Asphyxia"	"R09.0"	3	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Respiratory arrest"	"R09.2"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Other specified symptoms and signs involving the circulatory and respiratory systems"	"R09.8"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Intra-abdominal and pelvic swelling, mass and lump"	"R19.0"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Other and unspecified lack of coordination"	"R27.8"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Other and unspecified convulsions"	"R56.8"	3	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Other shock"	"R57.8"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Shock, unspecified"	"R57.9"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Oedema, unspecified"	"R60.9"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Other lack of expected normal physiological development"	"R62.8"	3	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Lack of expected normal physiological development, unspecified"	"R62.9"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Sudden infant death syndrome - SIDS"	"R95"	798	2094054	0.38
	"Non-Hispanic White"	"6"	"Unattended death"	"R98"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Other ill-defined and unspecified causes of mortality"	"R99"	543	2094054	0.26
	"Non-Hispanic White"	"6"	"Pedestrian injured in nontraffic accident involving other and unspecified motor vehicles"	"V09.0"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Pedestrian injured in traffic accident involving other and unspecified motor vehicles"	"V09.2"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Car occupant injured in collision with car, pick-up truck or van, passenger injured in traffic accident"	"V43.6"	3	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Car occupant injured in collision with car, pick-up truck or van, unspecified car occupant injured in traffic accident"	"V43.9"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Car occupant injured in collision with fixed or stationary object, passenger injured in traffic accident"	"V47.6"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Car occupant injured in noncollision transport accident, passenger injured in traffic accident"	"V48.6"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Car occupant injured in noncollision transport accident, unspecified car occupant injured in traffic accident"	"V48.9"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Passenger injured in collision with other and unspecified motor vehicles in traffic accident"	"V49.5"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus, passenger injured in traffic accident"	"V54.6"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Occupant of railway train or railway vehicle injured in unspecified railway accident"	"V81.9"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Person injured in collision between other specified motor vehicles (traffic)"	"V87.7"	8	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	18	2094054	0.01 (Unreliable)
	"Non-Hispanic White"	"6"	"Fall while being carried or supported by other persons"	"W04"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Other fall on same level"	"W18"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Contact with lifting and transmission devices, not elsewhere classified"	"W24"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Contact with other and unspecified machinery"	"W31"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Exposure to other and unspecified inanimate mechanical forces"	"W49"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Bitten or struck by dog"	"W54"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Bitten or struck by other mammals"	"W55"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Drowning and submersion while in bath-tub"	"W65"	7	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Drowning and submersion while in swimming-pool"	"W67"	4	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Drowning and submersion while in natural water"	"W69"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Other specified drowning and submersion"	"W73"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Unspecified drowning and submersion"	"W74"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Accidental suffocation and strangulation in bed"	"W75"	439	2094054	0.21
	"Non-Hispanic White"	"6"	"Other accidental hanging and strangulation"	"W76"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Inhalation of gastric contents"	"W78"	4	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	3	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	16	2094054	0.01 (Unreliable)
	"Non-Hispanic White"	"6"	"Other specified threats to breathing"	"W83"	4	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Unspecified threat to breathing"	"W84"	74	2094054	0.04
	"Non-Hispanic White"	"6"	"Exposure to uncontrolled fire in building or structure"	"X00"	4	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Exposure to controlled fire in building or structure"	"X02"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Exposure to unspecified smoke, fire and flames"	"X09"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Contact with other hot fluids"	"X12"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Exposure to excessive natural heat"	"X30"	7	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Accidental poisoning by and exposure to alcohol"	"X45"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Exposure to unspecified factor causing other and unspecified injury"	"X59.9"	7	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Assault by drugs, medicaments and biological substances"	"X85"	8	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Assault by hanging, strangulation and suffocation"	"X91"	10	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Assault by drowning and submersion"	"X92"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Assault by other and unspecified firearm discharge"	"X95"	3	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Assault by steam, hot vapours and hot objects"	"X98"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Assault by sharp object"	"X99"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Assault by blunt object"	"Y00"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Sexual assault by bodily force"	"Y05"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"By parent"	"Y06.1"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"By other specified persons"	"Y06.8"	3	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"By unspecified person"	"Y06.9"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"By parent"	"Y07.1"	3	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"By other specified persons"	"Y07.8"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"By unspecified person"	"Y07.9"	19	2094054	0.01 (Unreliable)
	"Non-Hispanic White"	"6"	"Assault by other specified means"	"Y08"	5	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Assault by unspecified means"	"Y09"	69	2094054	0.03
	"Non-Hispanic White"	"6"	"Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent"	"Y11"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	4	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Hanging, strangulation and suffocation, undetermined intent"	"Y20"	39	2094054	0.02
	"Non-Hispanic White"	"6"	"Drowning and submersion, undetermined intent"	"Y21"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Other specified events, undetermined intent"	"Y33"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Unspecified event, undetermined intent"	"Y34"	21	2094054	0.01
	"Non-Hispanic White"	"6"	"Androgens and anabolic congeners"	"Y42.7"	1	2094054	0.00 (Unreliable)
