LocationType,Location,Race,TimeFrame,DataFormat,Data
State,New York,Hispanic or Latino,2014,Number,4244
State,New York,Black or African American,2014,Number,5268
State,New York,Asian and Pacific Islander,2014,Number,2152
State,New York,American Indian,2014,Number,54
State,New York,Total,2010,Number,20049
State,New York,Non-Hispanic White,2010,Number,8051
State,New York,Hispanic or Latino,2010,Number,4562
State,New York,Black or African American,2010,Number,5794
State,New York,Asian and Pacific Islander,2010,Number,1969
State,New York,American Indian,2010,Number,74
State,New York,American Indian,2010,Percent,0.093
State,New York,Asian and Pacific Islander,2010,Percent,0.085
State,New York,Black or African American,2010,Percent,0.122
State,New York,Hispanic or Latino,2010,Percent,0.078
State,New York,Non-Hispanic White,2010,Percent,0.068
State,New York,Total,2010,Percent,0.082
State,New York,American Indian,2015,Number,55
State,New York,Asian and Pacific Islander,2015,Number,2267
State,New York,Black or African American,2015,Number,5231
State,New York,Hispanic or Latino,2015,Number,4335
State,New York,Non-Hispanic White,2015,Number,7277
State,New York,Total,2015,Number,18507
State,New York,American Indian,2015,Percent,0.075
State,New York,Asian and Pacific Islander,2015,Percent,0.085
State,New York,Black or African American,2015,Percent,0.114
State,New York,Hispanic or Latino,2015,Percent,0.078
State,New York,Non-Hispanic White,2015,Percent,0.064
State,New York,Total,2015,Percent,0.078
State,New York,American Indian,2011,Number,80
State,New York,Total,2011,Number,19557
State,New York,Non-Hispanic White,2011,Number,8086
State,New York,Hispanic or Latino,2011,Number,4282
State,New York,Black or African American,2011,Number,5822
State,New York,Asian and Pacific Islander,2011,Number,2034
State,New York,Total,2009,Number,20341
State,New York,Non-Hispanic White,2009,Number,8250
State,New York,Hispanic or Latino,2009,Number,4640
State,New York,Black or African American,2009,Number,6094
State,New York,Asian and Pacific Islander,2009,Number,1771
State,New York,American Indian,2009,Number,57
State,New York,American Indian,2009,Percent,0.075
State,New York,Asian and Pacific Islander,2009,Percent,0.076
State,New York,Black or African American,2009,Percent,0.124
State,New York,Hispanic or Latino,2009,Percent,0.078
State,New York,Non-Hispanic White,2009,Percent,0.069
State,New York,Total,2009,Percent,0.082
State,New York,Total,2008,Number,20508
State,New York,Non-Hispanic White,2008,Number,8221
State,New York,Hispanic or Latino,2008,Number,4725
State,New York,Black or African American,2008,Number,6071
State,New York,Asian and Pacific Islander,2008,Number,1803
State,New York,American Indian,2008,Number,45
State,New York,American Indian,2013,Number,61
State,New York,Total,2013,Number,18847
State,New York,Non-Hispanic White,2013,Number,7588
State,New York,Hispanic or Latino,2013,Number,4228
State,New York,Black or African American,2013,Number,5574
State,New York,Asian and Pacific Islander,2013,Number,2078
State,New York,American Indian,2013,Percent,0.077
State,New York,Asian and Pacific Islander,2013,Percent,0.082
State,New York,Black or African American,2013,Percent,0.117
State,New York,Hispanic or Latino,2013,Percent,0.077
State,New York,Non-Hispanic White,2013,Percent,0.066
State,New York,Total,2013,Percent,0.08
State,New York,American Indian,2008,Percent,0.058
State,New York,Asian and Pacific Islander,2008,Percent,0.078
State,New York,Black or African American,2008,Percent,0.122
State,New York,Hispanic or Latino,2008,Percent,0.079
State,New York,Non-Hispanic White,2008,Percent,0.068
State,New York,Total,2008,Percent,0.082
State,New York,American Indian,2007,Percent,0.06
State,New York,Asian and Pacific Islander,2007,Percent,0.078
State,New York,Black or African American,2007,Percent,0.116
State,New York,Hispanic or Latino,2007,Percent,0.077
State,New York,Non-Hispanic White,2007,Percent,0.069
State,New York,Total,2007,Percent,0.081
State,New York,Non-Hispanic White,2007,Number,8703
State,New York,Hispanic or Latino,2007,Number,4629
State,New York,Black or African American,2007,Number,6356
State,New York,Asian and Pacific Islander,2007,Number,1865
State,New York,American Indian,2007,Number,38
State,New York,Total,2007,Number,20610
State,New York,Total,2006,Number,20790
State,New York,Non-Hispanic White,2006,Number,8853
State,New York,Hispanic or Latino,2006,Number,4738
State,New York,Black or African American,2006,Number,6348
State,New York,Asian and Pacific Islander,2006,Number,1782
State,New York,American Indian,2006,Number,48
State,New York,American Indian,2006,Percent,0.076
State,New York,Asian and Pacific Islander,2006,Percent,0.081
State,New York,Black or African American,2006,Percent,0.117
State,New York,Hispanic or Latino,2006,Percent,0.08
State,New York,Non-Hispanic White,2006,Percent,0.071
State,New York,Total,2006,Percent,0.083
State,New York,Total,2005,Number,20420
State,New York,Non-Hispanic White,2005,Number,8727
State,New York,Hispanic or Latino,2005,Number,4460
State,New York,Black or African American,2005,Number,6521
State,New York,Asian and Pacific Islander,2005,Number,1683
State,New York,American Indian,2005,Number,52
State,New York,American Indian,2005,Percent,0.077
State,New York,Asian and Pacific Islander,2005,Percent,0.079
State,New York,Black or African American,2005,Percent,0.12
State,New York,Hispanic or Latino,2005,Percent,0.078
State,New York,Non-Hispanic White,2005,Percent,0.07
State,New York,Total,2005,Percent,0.083
State,New York,Total,2004,Number,20393
State,New York,Non-Hispanic White,2004,Number,8825
State,New York,Hispanic or Latino,2004,Number,4273
State,New York,Black or African American,2004,Number,6157
State,New York,Asian and Pacific Islander,2004,Number,1718
State,New York,American Indian,2004,Number,48
State,New York,American Indian,2004,Percent,0.069
State,New York,Asian and Pacific Islander,2004,Percent,0.08
State,New York,Black or African American,2004,Percent,0.124
State,New York,Hispanic or Latino,2004,Percent,0.075
State,New York,Non-Hispanic White,2004,Percent,0.069
State,New York,Total,2004,Percent,0.082
State,New York,American Indian,2001,Percent,N.A.
State,New York,Asian and Pacific Islander,2001,Percent,N.A.
State,New York,Black or African American,2001,Percent,N.A.
State,New York,Hispanic or Latino,2001,Percent,N.A.
State,New York,Non-Hispanic White,2001,Percent,N.A.
State,New York,Total,2001,Percent,0.077
State,New York,American Indian,2002,Percent,N.A.
State,New York,Asian and Pacific Islander,2002,Percent,N.A.
State,New York,Black or African American,2002,Percent,N.A.
State,New York,Hispanic or Latino,2002,Percent,N.A.
State,New York,Non-Hispanic White,2002,Percent,N.A.
State,New York,Total,2002,Percent,0.079
State,New York,American Indian,2003,Percent,N.A.
State,New York,Asian and Pacific Islander,2003,Percent,N.A.
State,New York,Black or African American,2003,Percent,N.A.
State,New York,Hispanic or Latino,2003,Percent,N.A.
State,New York,Non-Hispanic White,2003,Percent,N.A.
State,New York,Total,2003,Percent,0.079
State,New York,American Indian,1999,Percent,N.A.
State,New York,Asian and Pacific Islander,1999,Percent,N.A.
State,New York,Black or African American,1999,Percent,N.A.
State,New York,Hispanic or Latino,1999,Percent,N.A.
State,New York,Non-Hispanic White,1999,Percent,N.A.
State,New York,Total,1999,Percent,0.078
State,New York,American Indian,2000,Percent,N.A.
State,New York,Asian and Pacific Islander,2000,Percent,N.A.
State,New York,Black or African American,2000,Percent,N.A.
State,New York,Hispanic or Latino,2000,Percent,N.A.
State,New York,Non-Hispanic White,2000,Percent,N.A.
State,New York,Total,2000,Percent,0.077
State,North Carolina,American Indian,2000,Percent,N.A.
State,North Carolina,Asian and Pacific Islander,2000,Percent,N.A.
State,North Carolina,Black or African American,2000,Percent,N.A.
State,North Carolina,Hispanic or Latino,2000,Percent,N.A.
State,North Carolina,Non-Hispanic White,2000,Percent,N.A.
State,North Carolina,Total,2000,Percent,0.088
State,North Carolina,American Indian,1999,Percent,N.A.
State,North Carolina,Asian and Pacific Islander,1999,Percent,N.A.
State,North Carolina,Black or African American,1999,Percent,N.A.
State,North Carolina,Hispanic or Latino,1999,Percent,N.A.
State,North Carolina,Non-Hispanic White,1999,Percent,N.A.
State,North Carolina,Total,1999,Percent,0.089
State,North Carolina,American Indian,2003,Percent,N.A.
State,North Carolina,Asian and Pacific Islander,2003,Percent,N.A.
State,North Carolina,Black or African American,2003,Percent,N.A.
State,North Carolina,Hispanic or Latino,2003,Percent,N.A.
State,North Carolina,Non-Hispanic White,2003,Percent,N.A.
State,North Carolina,Total,2003,Percent,0.09
State,North Carolina,American Indian,2002,Percent,N.A.
State,North Carolina,Asian and Pacific Islander,2002,Percent,N.A.
State,North Carolina,Black or African American,2002,Percent,N.A.
State,North Carolina,Hispanic or Latino,2002,Percent,N.A.
State,North Carolina,Non-Hispanic White,2002,Percent,N.A.
State,North Carolina,Total,2002,Percent,0.09
State,North Carolina,American Indian,2001,Percent,N.A.
State,North Carolina,Asian and Pacific Islander,2001,Percent,N.A.
State,North Carolina,Black or African American,2001,Percent,N.A.
State,North Carolina,Hispanic or Latino,2001,Percent,N.A.
State,North Carolina,Non-Hispanic White,2001,Percent,N.A.
State,North Carolina,Total,2001,Percent,0.089
State,North Carolina,American Indian,2004,Percent,0.111
State,North Carolina,Asian and Pacific Islander,2004,Percent,0.079
State,North Carolina,Black or African American,2004,Percent,0.141
State,North Carolina,Hispanic or Latino,2004,Percent,0.064
State,North Carolina,Non-Hispanic White,2004,Percent,0.077
State,North Carolina,Total,2004,Percent,0.09
State,North Carolina,Total,2004,Number,10822
State,North Carolina,Non-Hispanic White,2004,Number,5405
State,North Carolina,Hispanic or Latino,2004,Number,1100
State,North Carolina,Black or African American,2004,Number,3907
State,North Carolina,Asian and Pacific Islander,2004,Number,256
State,North Carolina,American Indian,2004,Number,175
State,North Carolina,American Indian,2005,Percent,0.106
State,North Carolina,Asian and Pacific Islander,2005,Percent,0.075
State,North Carolina,Black or African American,2005,Percent,0.145
State,North Carolina,Hispanic or Latino,2005,Percent,0.063
State,North Carolina,Non-Hispanic White,2005,Percent,0.079
State,North Carolina,Total,2005,Percent,0.092
State,North Carolina,American Indian,2005,Number,178
State,North Carolina,Total,2005,Number,11308
State,North Carolina,Non-Hispanic White,2005,Number,5536
State,North Carolina,Hispanic or Latino,2005,Number,1227
State,North Carolina,Black or African American,2005,Number,4130
State,North Carolina,Asian and Pacific Islander,2005,Number,252
State,North Carolina,American Indian,2006,Percent,0.099
State,North Carolina,Asian and Pacific Islander,2006,Percent,0.09
State,North Carolina,Black or African American,2006,Percent,0.142
State,North Carolina,Hispanic or Latino,2006,Percent,0.062
State,North Carolina,Non-Hispanic White,2006,Percent,0.078
State,North Carolina,Total,2006,Percent,0.091
State,North Carolina,Total,2006,Number,11585
State,North Carolina,Non-Hispanic White,2006,Number,5547
State,North Carolina,Hispanic or Latino,2006,Number,1315
State,North Carolina,Black or African American,2006,Number,4240
State,North Carolina,Asian and Pacific Islander,2006,Number,337
State,North Carolina,American Indian,2006,Number,171
State,North Carolina,American Indian,2007,Number,203
State,North Carolina,Total,2007,Number,12080
State,North Carolina,Non-Hispanic White,2007,Number,5616
State,North Carolina,Hispanic or Latino,2007,Number,1428
State,North Carolina,Black or African American,2007,Number,4497
State,North Carolina,Asian and Pacific Islander,2007,Number,353
State,North Carolina,American Indian,2007,Percent,0.115
State,North Carolina,Asian and Pacific Islander,2007,Percent,0.089
State,North Carolina,Black or African American,2007,Percent,0.146
State,North Carolina,Hispanic or Latino,2007,Percent,0.065
State,North Carolina,Non-Hispanic White,2007,Percent,0.078
State,North Carolina,Total,2007,Percent,0.092
State,North Carolina,American Indian,2008,Percent,0.105
State,North Carolina,Asian and Pacific Islander,2008,Percent,0.088
State,North Carolina,Black or African American,2008,Percent,0.143
State,North Carolina,Hispanic or Latino,2008,Percent,0.062
State,North Carolina,Non-Hispanic White,2008,Percent,0.077
State,North Carolina,Total,2008,Percent,0.091
State,North Carolina,American Indian,2013,Percent,0.109
State,North Carolina,Asian and Pacific Islander,2013,Percent,0.085
State,North Carolina,Black or African American,2013,Percent,0.126
State,North Carolina,Hispanic or Latino,2013,Percent,0.068
State,North Carolina,Non-Hispanic White,2013,Percent,0.073
State,North Carolina,Total,2013,Percent,0.088
State,North Carolina,Non-Hispanic White,2013,Number,4824
State,North Carolina,Hispanic or Latino,2013,Number,1184
State,North Carolina,Black or African American,2013,Number,4046
State,North Carolina,Asian and Pacific Islander,2013,Number,453
State,North Carolina,American Indian,2013,Number,212
State,North Carolina,Total,2013,Number,10432
State,North Carolina,Total,2008,Number,11890
State,North Carolina,Non-Hispanic White,2008,Number,5518
State,North Carolina,Hispanic or Latino,2008,Number,1350
State,North Carolina,Black or African American,2008,Number,4495
State,North Carolina,Asian and Pacific Islander,2008,Number,355
State,North Carolina,American Indian,2008,Number,187
State,North Carolina,American Indian,2009,Percent,0.113
State,North Carolina,Asian and Pacific Islander,2009,Percent,0.085
State,North Carolina,Black or African American,2009,Percent,0.143
State,North Carolina,Hispanic or Latino,2009,Percent,0.064
State,North Carolina,Non-Hispanic White,2009,Percent,0.075
State,North Carolina,Total,2009,Percent,0.09
State,North Carolina,Total,2009,Number,11454
State,North Carolina,Non-Hispanic White,2009,Number,5275
State,North Carolina,Hispanic or Latino,2009,Number,1281
State,North Carolina,Black or African American,2009,Number,4369
State,North Carolina,Asian and Pacific Islander,2009,Number,350
State,North Carolina,American Indian,2009,Number,207
State,North Carolina,Non-Hispanic White,2011,Number,5038
State,North Carolina,Hispanic or Latino,2011,Number,1252
State,North Carolina,Black or African American,2011,Number,4263
State,North Carolina,Asian and Pacific Islander,2011,Number,422
State,North Carolina,American Indian,2011,Number,200
State,North Carolina,Total,2011,Number,10839
State,North Carolina,American Indian,2015,Percent,0.105
State,North Carolina,Asian and Pacific Islander,2015,Percent,0.084
State,North Carolina,Black or African American,2015,Percent,0.138
State,North Carolina,Hispanic or Latino,2015,Percent,0.069
State,North Carolina,Non-Hispanic White,2015,Percent,0.075
State,North Carolina,Total,2015,Percent,0.091
State,North Carolina,American Indian,2015,Number,207
State,North Carolina,Asian and Pacific Islander,2015,Number,491
State,North Carolina,Black or African American,2015,Number,4388
State,North Carolina,Hispanic or Latino,2015,Number,1252
State,North Carolina,Non-Hispanic White,2015,Number,4998
State,North Carolina,Total,2015,Number,11023
State,North Carolina,American Indian,2010,Percent,0.111
State,North Carolina,Asian and Pacific Islander,2010,Percent,0.085
State,North Carolina,Black or African American,2010,Percent,0.138
State,North Carolina,Hispanic or Latino,2010,Percent,0.062
State,North Carolina,Non-Hispanic White,2010,Percent,0.078
State,North Carolina,Total,2010,Percent,0.091
State,North Carolina,Total,2010,Number,11109
State,North Carolina,Non-Hispanic White,2010,Number,5331
State,North Carolina,Hispanic or Latino,2010,Number,1169
